Symbol,Company Name,Sector
ATXI,"Avenue Therapeutics, Inc. - Common Stock",Health Care
ATXS,"Astria Therapeutics, Inc. - Common Stock",Health Care
AUBN,"Auburn National Bancorporation, Inc. - Common Stock",Finance
AUDC,AudioCodes Ltd. - Ordinary Shares,Utilities
AUGX,"Augmedix, Inc. - Common Stock",Technology
AUID,authID Inc. - Common Stock,Technology
AUMI,Themes Gold Miners ETF,
AUPH,Aurinia Pharmaceuticals Inc - Common Shares,Health Care
AUR,"Aurora Innovation, Inc.  - Class A Common Stock",Technology
AURA,"Aura Biosciences, Inc. - Common Stock",Health Care
AUROW,"Aurora Innovation, Inc.  - Warrant",Technology
AUTL,Autolus Therapeutics plc - American Depositary Shares,Health Care
AUUD,Auddia Inc. - Common Stock,Technology
AUUDW,Auddia Inc. - Warrants,Technology
AUVI,"Applied UV, Inc. - Common Stock",Consumer Discretionary
AUVIP,"Applied UV, Inc. - 10.5% Series A Cumulative Perpetual Preferred Stock, $0.0001 par value per share",Consumer Discretionary
AVAH,Aveanna Healthcare Holdings Inc. - Common Stock,Health Care
AVAV,"AeroVironment, Inc. - Common Stock",Industrials
AVDL,Avadel Pharmaceuticals plc - American Depositary Shares each representing one Ordinary Share,Health Care
AVDX,"AvidXchange Holdings, Inc. - Common Stock",Technology
AVGO,Broadcom Inc. - Common Stock,Technology
AVGR,"Avinger, Inc. - Common Stock",Health Care
AVHI,Achari Ventures Holdings Corp. I - Common Stock,Finance
AVHIU,Achari Ventures Holdings Corp. I - Unit,Finance
AVHIW,Achari Ventures Holdings Corp. I - Warrant,Finance
AVIR,"Atea Pharmaceuticals, Inc. - common stock",Health Care
AVNW,"Aviat Networks, Inc. - Common Stock",Telecommunications
AVO,"Mission Produce, Inc. - Common Stock",Consumer Staples
AVPT,"AvePoint, Inc. - Class A Common Stock",Technology
AVPTW,"AvePoint, Inc. - Warrant",Technology
AVRO,"AVROBIO, Inc. - Common Stock",Health Care
AVT,"Avnet, Inc. - Common Stock",Technology
AVTE,"Aerovate Therapeutics, Inc. - Common Stock",Health Care
AVTX,"Avalo Therapeutics, Inc. - Common Stock",Health Care
AVXL,Anavex Life Sciences Corp. - Common Stock,Health Care
AWH,Aspira Women's Health Inc. - Common Stock,Health Care
AWIN,AERWINS Technologies Inc. - Common Stock,Industrials
AWINW,AERWINS Technologies Inc. - Warrant,Industrials
AWRE,"Aware, Inc. - Common Stock",Technology
AXDX,"Accelerate Diagnostics, Inc. - Common Stock",Industrials
AXGN,"Axogen, Inc. - Common Stock",Health Care
AXNX,"Axonics, Inc. - Common Stock",Health Care
AXON,"Axon Enterprise, Inc. - Common Stock",Industrials
AXSM,"Axsome Therapeutics, Inc. - Common Stock",Health Care
AXTI,AXT Inc - Common Stock,Technology
AY,Atlantica Sustainable Infrastructure plc - Ordinary Shares,Utilities
AYRO,"AYRO, Inc. - Common Stock",Consumer Discretionary
AYTU,"Aytu BioPharma, Inc.  - Common Stock",Health Care
AZ,A2Z Smart Technologies Corp. - Common Shares,
AZN,AstraZeneca PLC - American Depositary Shares,Health Care
AZPN,"Aspen Technology, Inc. - Common Stock",Technology
AZTA,"Azenta, Inc. - Common Stock",Technology
BABX,GraniteShares 1.75x Long BABA Daily ETF,
BACK,"IMAC Holdings, Inc. - Common Stock",Health Care
BAER,"Bridger Aerospace Group Holdings, Inc. - Common Stock",Finance
BAERW,"Bridger Aerospace Group Holdings, Inc. - Warrant",Finance
BAFN,BayFirst Financial Corp. - Common Stock,Finance
BAND,Bandwidth Inc. - Class A Common Stock,Technology
BANF,BancFirst Corporation - Common Stock,Finance
BANFP,BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities,Finance
BANL,CBL International Limited - Ordinary Shares,
BANR,Banner Corporation - Common Stock,Finance
BANX,ArrowMark Financial Corp. - Closed End Fund,Finance
BAOS,Baosheng Media Group Holdings Limited - Ordinary shares,Consumer Discretionary
BASE,"Couchbase, Inc. - Common Stock",Technology
BATRA,"Atlanta Braves Holdings, Inc. - Series A Common Stock",Consumer Discretionary
BATRK,"Atlanta Braves Holdings, Inc. - Series C Common Stock",Industrials
BAYAU,Bayview Acquisition Corp - Unit,
BBCP,"Concrete Pumping Holdings, Inc.  - Common Stock",Consumer Discretionary
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",Consumer Discretionary
BBH,VanEck Biotech ETF,
BBIO,"BridgeBio Pharma, Inc. - Common Stock",Health Care
BBLG,Bone Biologics Corp - Common Stock,Health Care
BBLGW,Bone Biologics Corp - warrants,Health Care
BBSI,"Barrett Business Services, Inc. - Common Stock",Consumer Discretionary
BCAB,"BioAtla, Inc. - Common Stock",Health Care
BCAL,Southern California Bancorp - Common Stock,Finance
BCAN,BYND Cannasoft Enterprises Inc. - Common Stock,Technology
BCBP,"BCB Bancorp, Inc. (NJ) - Common Stock",Finance
BCDA,"BioCardia, Inc. - Common Stock",Health Care
BCDAW,"BioCardia, Inc. - Warrant",Health Care
BCEL,"Atreca, Inc. - Class A Common Stock",Health Care
BCLI,Brainstorm Cell Therapeutics Inc. - Common Stock,Health Care
BCML,BayCom Corp - Common Stock,Finance
BCOV,Brightcove Inc. - Common Stock,Technology
BCOW,"1895 Bancorp of Wisconsin, Inc. - Common Stock",Finance
BCPC,Balchem Corporation - Common Stock,Industrials
BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",Health Care
BCSA,Blockchain Coinvestors Acquisition Corp. I - Class A Ordinary Shares,Finance
BCSAU,Blockchain Coinvestors Acquisition Corp. I - Unit,Finance
BCSAW,Blockchain Coinvestors Acquisition Corp. I - Warrant,Finance
BCTX,BriaCell Therapeutics Corp. - Common Shares,Health Care
BCTXW,BriaCell Therapeutics Corp. - Warrant,Health Care
BCYC,Bicycle Therapeutics plc - American Depositary Shares,Health Care
BDGS,Bridges Capital Tactical ETF,
BDRX,Biodexa Pharmaceuticals plc - American Depositary Shares,Health Care
BDSX,"Biodesix, Inc. - Common Stock",Health Care
BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",Health Care
BEAM,Beam Therapeutics Inc. - Common Stock,Health Care
BEAT,"Heartbeam, Inc. - Common Stock",Technology
BEATW,"Heartbeam, Inc. - Warrant",Technology
BECN,"Beacon Roofing Supply, Inc. - Common Stock",Consumer Discretionary
BEEM,Beam Global - Common Stock,Technology
BEEMW,Beam Global - Warrant,Technology
BEEZ,Honeytree U.S. Equity ETF,
BELFA,Bel Fuse Inc. - Class A Common Stock,
BELFB,Bel Fuse Inc. - Class B Common Stock,
BENF,Beneficient - Class A Common Stock,Finance
BENFW,Beneficient - Warrant,Finance
BETR,Better Home & Finance Holding Company - Class A Common Stock,Finance
BETRW,Better Home & Finance Holding Company - Warrant,Finance
BETS,Bit Brother Limited - Class A Ordinary Shares,Consumer Discretionary
BFC,Bank First Corporation - Common Stock,Finance
BFI,BurgerFi International Inc - Common Stock,Consumer Discretionary
BFIIW,BurgerFi International Inc - Warrant,Consumer Discretionary
BFIN,BankFinancial Corporation - Common Stock,Finance
BFIT,Global X Health & Wellness ETF,
BFRG,"Bullfrog AI Holdings, Inc. - Common Stock",Technology
BFRGW,"Bullfrog AI Holdings, Inc. - Warrants",Technology
BFRI,Biofrontera Inc. - Common Stock,Health Care
BFRIW,Biofrontera Inc. - Warrants,Health Care
BFST,"Business First Bancshares, Inc. - Common Stock",Finance
BGC,"BGC Group, Inc. - Class A Common Stock",Finance
BGFV,Big 5 Sporting Goods Corporation - Common Stock,Consumer Discretionary
BGLC,BioNexus Gene Lab Corp - Common stock,
BGNE,"BeiGene, Ltd. - American Depositary Shares",Health Care
BGRN,iShares USD Green Bond ETF,
BGXX,Bright Green Corporation - Common Stock,Health Care
BHAC,Focus Impact BH3 Acquisition Company - Class A Common Stock,Finance
BHACU,Focus Impact BH3 Acquisition Company - Units,Finance
BHACW,Focus Impact BH3 Acquisition Company - Warrants,Finance
BHAT,Blue Hat Interactive Entertainment Technology - Ordinary Shares,Consumer Discretionary
BHF,"Brighthouse Financial, Inc. - Common Stock",Finance
BHFAL,"Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058",Finance
BHFAM,"Brighthouse Financial, Inc. - Depositary shares each representing a 1/1,000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock, Series D",Finance
BHFAN,"Brighthouse Financial, Inc. - depositary shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series C",Finance
BHFAO,"Brighthouse Financial, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 6.750% Non-Cumulative Preferred Stock, Series B",Finance
BHFAP,"Brighthouse Financial, Inc. - Depositary Shares 6.6% Non-Cumulative Preferred Stock, Series A",Finance
BHRB,Burke & Herbert Financial Services Corp. - Common Stock,Finance
BIAF,"bioAffinity Technologies, Inc. - Common Stock",Health Care
BIAFW,"bioAffinity Technologies, Inc. - Warrant",Health Care
BIB,ProShares Ultra Nasdaq Biotechnology,
BIDU,"Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share",Technology
BIGC,"BigCommerce Holdings, Inc. - Series 1 Common Stock",Technology
BIIB,Biogen Inc. - Common Stock,Health Care
BILI,Bilibili Inc. - American Depositary Shares,Technology
BIMI,BIMI International Medical Inc. - Common Stock,Health Care
BIOL,"Biolase, Inc. - Common Stock",Health Care
BIOR,"Biora Therapeutics, Inc.  - Common Stock",Health Care
BIOX,Bioceres Crop Solutions Corp. - Ordinary Shares,Industrials
BIRD,"Allbirds, Inc. - Class A Common Stock",Consumer Discretionary
BIS,ProShares UltraShort Nasdaq Biotechnology,
BITF,Bitfarms Ltd. - Common Stock,Finance
BITS,Global X Blockchain & Bitcoin Strategy ETF,
BIVI,BioVie Inc. - Common stock,Health Care
BJDX,"Bluejay Diagnostics, Inc. - Common Stock",Health Care
BJK,VanEck Gaming ETF,
BJRI,"BJ's Restaurants, Inc. - Common Stock",Consumer Discretionary
BKCC,BlackRock Capital Investment Corporation - Closed End Fund,Finance
BKCH,Global X Blockchain ETF,
BKIV,BNY Mellon Innovators ETF,
BKNG,Booking Holdings Inc. - Common Stock,Consumer Discretionary
BKR,Baker Hughes Company - Common Stock,Industrials
BKWO,BNY Mellon Women's Opportunities ETF,
BKYI,"BIO-key International, Inc. - Common Stock",Technology
BL,"BlackLine, Inc. - Common Stock",Technology
BLAC,Bellevue Life Sciences Acquisition Corp. - Common Stock,Finance
BLACR,Bellevue Life Sciences Acquisition Corp. - Rights,Finance
BLACU,Bellevue Life Sciences Acquisition Corp. - Unit,Finance
BLACW,Bellevue Life Sciences Acquisition Corp. - Warrant,Finance
BLBD,Blue Bird Corporation - Common Stock,Consumer Discretionary
BLBX,Blackboxstocks Inc. - Common Stock,Technology
BLCN,Siren Nasdaq NexGen Economy ETF,
BLCR,BlackRock Large Cap Core ETF,
BLDE,"Blade Air Mobility, Inc. - Class A Common Stock",Consumer Discretionary
BLDEW,"Blade Air Mobility, Inc. - Warrants",Consumer Discretionary
BLDP,"Ballard Power Systems, Inc. - Common Shares",Energy
BLEU,bleuacacia ltd - Class A Ordinary Shares,Finance
BLEUR,bleuacacia ltd - Rights,Finance
BLEUU,bleuacacia ltd - Units,Finance
BLEUW,bleuacacia ltd - Warrants,Finance
BLFS,"BioLife Solutions, Inc. - Common Stock",Health Care
BLFY,Blue Foundry Bancorp - Common Stock,Finance
BLIN,"Bridgeline Digital, Inc. - Common Stock",Technology
BLKB,"Blackbaud, Inc. - Common Stock",Technology
BLLD,JPMorgan Sustainable Infrastructure ETF,
BLMN,"Bloomin' Brands, Inc. - Common Stock",Consumer Discretionary
BLNK,Blink Charging Co. - Common Stock,Consumer Discretionary
BLRX,BioLineRx Ltd. - American Depositary Shares,Health Care
BLTE,"Belite Bio, Inc - American Depositary Shares",Health Care
BLUE,"bluebird bio, Inc. - Common Stock",Health Care
BLZE,"Backblaze, Inc. - Class A Common Stock",Technology
BMBL,Bumble Inc. - common stock,Technology
BMEA,"Biomea Fusion, Inc. - Common Stock",Health Care
BMR,Beamr Imaging Ltd. - Ordinary Share,Technology
BMRA,"Biomerica, Inc. - Common Stock",Health Care
BMRC,Bank of Marin Bancorp - Common Stock,Finance
BMRN,BioMarin Pharmaceutical Inc. - Common Stock,Health Care
BND,Vanguard Total Bond Market ETF,
BNDW,Vanguard Total World Bond ETF,
BNDX,Vanguard Total International Bond ETF,
BNGO,"Bionano Genomics, Inc. - Common Stock",Industrials
BNIX,Bannix Acquisition Corp. - Common Stock,Finance
BNIXR,Bannix Acquisition Corp. - Right,Finance
BNIXW,Bannix Acquisition Corp. - Warrant,Finance
BNOX,Bionomics Limited - American Depository Shares,Health Care
BNR,Burning Rock Biotech Limited - American Depositary Shares,Health Care
BNRG,Brenmiller Energy Ltd - Ordinary Shares,
BNTC,Benitec Biopharma Inc. - Common Stock,Health Care
BNTX,BioNTech SE - American Depositary Shares,Health Care
BNZI,"Banzai International, Inc. - Class A Common Stock",
BNZIW,"Banzai International, Inc. - Warrant",Finance
BOCN,Blue Ocean Acquisition Corp - Class A Ordinary Shares,Finance
BOCNU,Blue Ocean Acquisition Corp - Units,Finance
BOCNW,Blue Ocean Acquisition Corp - Warrants,Finance
BOF,BranchOut Food Inc. - Common Stock,Consumer Staples
BOKF,BOK Financial Corporation - Common Stock,Finance
BOLT,"Bolt Biotherapeutics, Inc. - Common Stock",Health Care
BON,Bon Natural Life Limited - Ordinary Shares,Health Care
BOOM,DMC Global Inc. - Common Stock,Industrials
BOSC,B.O.S. Better Online Solutions - Ordinary Shares,Telecommunications
BOTJ,"Bank of the James Financial Group, Inc. - Common Stock",Finance
BOTZ,Global X Robotics & Artificial Intelligence ETF,
BOWN,Bowen Acquisition Corp - Ordinary Shares,
BOWNR,Bowen Acquisition Corp - Rights,
BOWNU,Bowen Acquisition Corp - Unit,
BOXL,Boxlight Corporation - Class A Common Stock,Real Estate
BPMC,Blueprint Medicines Corporation - Common Stock,Health Care
BPOP,"Popular, Inc. - Common Stock",Finance
BPOPM,"Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities",Finance
BPRN,"Princeton Bancorp, Inc. - Common Stock",Finance
BPTH,"Bio-Path Holdings, Inc. - Common Stock",Health Care
BPTS,Biophytis SA - American Depositary Share,Health Care
BPYPM,"Brookfield Property Partners L.P. - 6.25% Class A Cumulative Redeemable Preferred Units, Series 1",Finance
BPYPN,"Brookfield Property Partners L.P. - 5.750% Class A Cumulative Redeemable Perpetual Preferred Units, Series 3",Finance
BPYPO,"Brookfield Property Partners L.P. - 6.375% Class A Cumulative Redeemable Perpetual Preferred Units, Series 2",Finance
BPYPP,Brookfield Property Partners L.P. - 6.50% Class A Cumulative Redeemable Perpetual Preferred Units,Finance
BRAC,Broad Capital Acquisition Corp - Common Stock,Finance
BRACR,Broad Capital Acquisition Corp - Rights,Finance
BRACU,Broad Capital Acquisition Corp - Units,Finance
BRAG,Bragg Gaming Group Inc. - Common Shares,Technology
BREA,Brera Holdings PLC - Class B Ordinary Shares,Consumer Discretionary
BREZ,Breeze Holdings Acquisition Corp. - Common Stock,Finance
BREZR,Breeze Holdings Acquisition Corp. - Right,Finance
BREZW,Breeze Holdings Acquisition Corp. - Warrant,Finance
BRFH,Barfresh Food Group Inc. - Common Stock,Consumer Staples
BRID,Bridgford Foods Corporation - Common Stock,Consumer Staples
BRKH,BurTech Acquisition Corp. - Class A Common Stock,Finance
BRKHU,BurTech Acquisition Corp. - Unit,Finance
BRKHW,BurTech Acquisition Corp. - Warrants,Finance
BRKL,"Brookline Bancorp, Inc. - Common Stock",Finance
BRKR,Bruker Corporation - Common Stock,Industrials
BRLI,Brilliant Acquisition Corporation - Ordinary Shares,Finance
BRLIR,Brilliant Acquisition Corporation - Rights,Finance
BRLIU,Brilliant Acquisition Corporation - Unit,Finance
BRLIW,Brilliant Acquisition Corporation - Warrants,Finance
BRLT,"Brilliant Earth Group, Inc. - Class A Common Stock",Consumer Discretionary
BRNS,Barinthus Biotherapeutics plc - American Depositary Shares,
BRNY,Burney U.S. Factor Rotation ETF,
BROG,Brooge Energy Limited  - Ordinary Shares,Energy
BROGW,Brooge Energy Limited  - Warrant,Energy
BRP,"BRP Group, Inc. - Class A Common Stock",Finance
BRSH,Bruush Oral Care Inc. - Common Stock,Health Care
BRSHW,Bruush Oral Care Inc. - Warrant,
BRTR,BlackRock Total Return ETF,
BRTX,"BioRestorative Therapies, Inc. - Common Stock",Health Care
BRY,Berry Corporation (bry) - Common Stock,Energy
BRZE,"Braze, Inc. - Class A Common Stock",Technology
BSBK,Bogota Financial Corp. - Common Stock,Finance
BSCO,Invesco BulletShares 2024 Corporate Bond ETF,
BSCP,Invesco BulletShares 2025 Corporate Bond ETF,
BSCQ,Invesco BulletShares 2026 Corporate Bond ETF,
BSCR,Invesco BulletShares 2027 Corporate Bond ETF,
BSCS,Invesco BulletShares 2028 Corporate Bond ETF,
BSCT,Invesco BulletShares 2029 Corporate Bond ETF,
BSCU,Invesco BulletShares 2030 Corporate Bond ETF,
BSCV,Invesco BulletShares 2031 Corporate Bond ETF,
BSCW,Invesco BulletShares 2032 Corporate Bond ETF,
BSCX,Invesco BulletShares 2033 Corporate Bond ETF,
BSET,"Bassett Furniture Industries, Incorporated - Common Stock",Consumer Discretionary
BSFC,Blue Star Foods Corp. - Common stock,
BSGM,"BioSig Technologies, Inc. - Common Stock",Health Care
BSJO,Invesco BulletShares 2024 High Yield Corporate Bond ETF,
BSJP,Invesco BulletShares 2025 High Yield Corporate Bond ETF,
BSJQ,Invesco BulletShares 2026 High Yield Corporate Bond ETF,
BSJR,Invesco BulletShares 2027 High Yield Corporate Bond ETF,
BSJS,Invesco BulletShares 2028 High Yield Corporate Bond ETF,
BSJT,Invesco BulletShares 2029 High Yield Corporate Bond ETF,
BSJU,Invesco BulletShares 2030 High Yield Corporate Bond ETF,
BSJV,Invesco BulletShares 2031 High Yield Corporate Bond ETF,
BSMO,Invesco BulletShares 2024 Municipal Bond ETF,
BSMP,Invesco BulletShares 2025 Municipal Bond ETF,
BSMQ,Invesco BulletShares 2026 Municipal Bond ETF,
BSMR,Invesco BulletShares 2027 Municipal Bond ETF,
BSMS,Invesco BulletShares 2028 Municipal Bond ETF,
BSMT,Invesco BulletShares 2029 Municipal Bond ETF,
BSMU,Invesco BulletShares 2030 Municipal Bond ETF,
BSMV,Invesco BulletShares 2031 Municipal Bond ETF,
BSMW,Invesco BulletShares 2032 Municipal Bond ETF,
BSRR,Sierra Bancorp - Common Stock,Finance
BSSX,Invesco BulletShares 2033 Municipal Bond ETF,
BSVN,Bank7 Corp. - Common stock,Finance
BSVO,EA Bridgeway Omni Small-Cap Value ETF,
BSY,"Bentley Systems, Incorporated - Class B Common Stock",Technology
BTAI,"BioXcel Therapeutics, Inc. - Common Stock",Health Care
BTBD,"BT Brands, Inc. - Common Stock",Consumer Discretionary
BTBDW,"BT Brands, Inc. - Warrant",Consumer Discretionary
BTBT,"Bit Digital, Inc. - Ordinary Share",Finance
BTCS,BTCS Inc. - Common Stock,Finance
BTCT,BTC Digital Ltd. - Ordinary Shares,Real Estate
BTCTW,BTC Digital Ltd. - Warrant,Real Estate
BTCY,"Biotricity, Inc. - Common Stock",Health Care
BTDR,Bitdeer Technologies Group - Ordinary Shares,Technology
BTEC,Principal Healthcare Innovators ETF,
BTF,Valkyrie Bitcoin and Ether Strategy ETF,
BTM,Bitcoin Depot Inc. - Class A Common Stock,Finance
BTMD,Biote Corp. - Class A common stock,Health Care
